Date,Open,High,Low,Close,Adj Close,Volume
2005-01-01,46.660000,46.950001,44.400002,46.369999,30.174494,205274600
2005-02-01,46.360001,47.090000,45.160000,46.650002,30.356709,145901700
2005-03-01,46.650002,47.200001,43.400002,44.099998,28.697344,234087600
2005-04-01,44.419998,45.799999,43.470001,45.040001,29.591881,208204800
2005-05-01,44.830002,46.799999,44.730000,46.320000,30.432854,160564500
2005-06-01,45.970001,47.439999,45.560001,45.610001,29.966364,214426700
2005-07-01,45.610001,46.049999,43.599998,43.599998,28.926805,332510500
2005-08-01,43.770000,44.150002,42.450001,43.029999,28.548637,265820600
2005-09-01,43.040001,43.689999,41.130001,42.099998,28.259436,282956200
2005-10-01,42.470001,44.090000,41.380001,43.740002,29.360291,275395800
2005-11-01,43.750000,47.150002,43.270000,45.889999,30.803474,264563100
2005-12-01,46.000000,47.250000,45.419998,46.150002,31.312674,243161500
2006-01-01,46.919998,47.240002,43.490002,44.230000,30.009960,310721300
2006-02-01,44.099998,46.049999,42.919998,45.849998,31.109125,265429500
2006-03-01,45.349998,47.139999,44.900002,45.540001,30.898792,290541900
2006-04-01,45.849998,49.980000,45.259998,49.919998,34.244045,260058600
2006-05-01,49.840000,50.500000,47.900002,48.400002,33.201363,325148600
2006-06-01,48.400002,49.480000,45.860001,48.099998,33.337830,309481300
2006-07-01,48.189999,51.900002,47.590000,51.529999,35.715141,241464800
2006-08-01,51.340000,52.750000,50.700001,51.470001,35.673569,248484800
2006-09-01,51.830002,54.000000,50.799999,53.570000,37.531010,231381700
2006-10-01,53.529999,54.869999,52.750000,53.869999,37.741196,240512800
2006-11-01,54.150002,55.080002,53.220001,53.849998,37.727169,217510900
2006-12-01,53.830002,54.049999,51.320000,53.389999,37.794899,285404800
2007-01-01,53.400002,54.180000,51.349998,52.580002,37.221497,307421400
2007-02-01,52.759998,54.209999,49.000000,50.830002,35.982670,270187400
2007-03-01,50.250000,52.150002,48.360001,51.020000,36.519749,380801500
2007-04-01,51.200001,52.200001,50.060001,50.900002,36.433849,321763700
2007-05-01,51.000000,51.900002,50.470001,50.709999,36.297848,320333400
2007-06-01,50.750000,50.990002,48.549999,48.889999,35.382187,396038600
2007-07-01,49.150002,50.200001,46.900002,47.419998,34.318329,524912600
2007-08-01,47.299999,52.779999,46.520000,50.680000,36.677601,831819900
2007-09-01,50.619999,51.930000,48.599998,50.270000,36.380924,430843600
2007-10-01,50.040001,52.959999,46.450001,48.279999,35.384060,536301700
2007-11-01,46.750000,47.000000,41.730000,46.130001,33.808338,770417600
2007-12-01,46.250000,47.000000,40.610001,41.259998,30.239143,590402900
2008-01-01,41.529999,44.500000,33.119999,44.150002,32.827103,1200792800
2008-02-01,44.119999,45.080002,39.540001,39.740002,29.548136,786919400
2008-03-01,39.740002,43.459999,34.250000,37.910000,28.187445,1054992300
2008-04-01,39.259998,41.500000,35.270000,37.540001,28.380716,808565100
2008-05-01,37.660000,40.650002,33.250000,34.009998,25.711988,795643500
2008-06-01,33.840000,33.939999,22.440001,23.870001,18.046021,1417669000
2008-07-01,23.309999,34.500000,18.440001,32.900002,25.360071,2644243500
2008-08-01,33.200001,34.200001,27.719999,31.139999,24.003422,1256310000
2008-09-01,32.730000,39.500000,25.000000,35.000000,26.978790,2328965200
2008-10-01,34.570000,38.500000,18.990000,24.170000,19.003525,2885754700
