Date,Open,High,Low,Close,Adj Close,Volume
2005-01-01,9.591281,9.650318,8.578565,8.896458,5.805336,505059309
2005-02-01,8.946412,10.108992,8.882834,9.445958,6.163906,721627109
2005-03-01,9.423252,10.054496,8.887375,9.963669,6.501736,668079312
2005-04-01,9.968211,10.040872,8.996367,9.296094,6.090549,552364655
2005-05-01,9.341508,10.558583,9.137148,10.222525,6.697521,509128824
2005-06-01,10.195277,11.217075,10.163488,10.676658,6.995058,483112413
2005-07-01,10.831063,11.385104,10.467757,11.180745,7.350346,495777874
2005-08-01,11.185286,12.661217,10.744777,12.606721,8.287797,686825599
2005-09-01,12.556767,13.401453,12.361490,13.260672,8.717715,570935441
2005-10-01,13.260672,13.319709,11.594005,12.733878,8.395548,553943269
2005-11-01,12.629428,13.701181,12.570391,13.474114,8.883589,598863847
2005-12-01,13.405995,13.737511,12.874659,13.001817,8.572197,572056920
2006-01-01,13.297003,14.750227,12.883742,14.159855,9.360733,600141228
2006-02-01,14.078111,15.676658,13.551317,14.900091,9.850083,607218677
2006-03-01,15.104450,15.531335,14.532243,14.940963,9.877104,555935417
2006-04-01,14.986376,15.644868,14.509537,14.745686,9.771707,373144093
2006-05-01,14.827430,15.417802,13.851045,14.704814,9.744623,587350690
2006-06-01,14.591281,15.458674,13.169846,14.386921,9.533962,832741349
2006-07-01,14.327884,15.181653,13.614896,14.491371,9.628903,624841502
2006-08-01,14.336966,16.680290,14.214351,16.603088,11.032050,710122099
2006-09-01,16.621252,16.916439,15.508629,16.662125,11.071278,682498228
2006-10-01,16.730246,18.210718,16.666668,17.593098,11.715780,643850270
2006-11-01,17.715714,18.551317,17.325159,17.920073,11.933525,665045622
2006-12-01,17.920073,18.937330,17.806540,18.705723,12.456716,572366961
2007-01-01,18.642143,19.854677,18.642143,19.654860,13.115242,582459608
2007-02-01,19.346048,19.636694,17.470482,17.870117,11.924321,636494266
2007-03-01,17.552225,18.437784,17.325159,18.228884,12.163720,754807505
2007-04-01,18.333332,19.341509,18.188011,19.137148,12.795312,511643286
2007-05-01,19.137148,20.940054,19.137148,20.758402,13.879297,779665004
2007-06-01,20.781109,21.021797,20.099909,20.263397,13.548327,673056274
2007-07-01,20.549500,22.293369,20.295185,20.903725,14.000933,600482540
2007-08-01,20.908264,22.633968,19.818348,22.411444,15.010771,902915125
2007-09-01,22.279745,23.201635,21.662125,22.611261,15.144603,608168398
2007-10-01,22.620344,24.069029,22.606722,23.469572,15.745266,530074687
